,id,source_wsi,dataset,fold
129,1423b40ad0dc,2,1,0.0
130,14ac6b8b4ab6,4,2,0.0
131,14e64fe91f07,2,2,0.0
132,1508ea9334c0,4,2,0.0
133,151bfc87ffc9,4,2,0.0
134,15262223b967,1,2,0.0
135,15caf619db2e,2,2,0.0
136,15cb91fcaf6e,2,2,0.0
137,15d12fd18a57,2,2,0.0
138,15e5df255b86,1,1,0.0
139,15ed954c0cdf,1,1,0.0
140,160aa890cbcc,3,2,0.0
141,169bdf0e2a2b,4,2,0.0
142,16aff0aaa514,1,2,0.0
143,17339934aa76,3,2,0.0
144,1767ea05cfbc,4,2,0.0
145,17ffbd4a056f,3,2,0.0
146,1803b93469e4,4,2,0.0
147,189064c6a137,1,2,0.0
148,1893f913d64b,1,2,0.0
149,18be061202ea,1,2,0.0
150,18d2359d50eb,2,2,0.0
151,192846d46db7,1,2,0.0
152,19551df15a1e,1,1,0.0
153,19c5c6803ac1,3,2,0.0
154,19c8864ac6a0,1,2,0.0
155,19c8e14b701c,3,2,0.0
156,1a05f1dc34fc,4,2,0.0
157,1a0d5fc5d2f7,3,2,0.0
158,1a0daccec1db,1,2,0.0
159,1a4ab6091fe5,3,2,0.0
160,1a54cda8f32d,1,1,0.0
161,1a785cc0d167,1,1,0.0
162,1a91d04d00d5,3,2,0.0
163,1aeae455caeb,3,2,0.0
164,1b0f943da76c,3,2,0.0
165,1b12cccdfdd2,2,1,0.0
166,1b2122736cd7,3,2,0.0
167,1b2d34c9e9fe,4,2,0.0
168,1b410cd56dcb,2,2,0.0
169,1b5da995f08e,3,2,0.0
170,1b60cea2100c,3,2,0.0
171,1bb52a550a23,2,2,0.0
172,1bd726055ad8,1,1,0.0
173,1bd79e5bde8a,3,2,0.0
174,1c0295c1d01d,1,2,0.0
175,1c10c781495b,2,2,0.0
176,1c46f36cf55c,4,2,0.0
177,1c5c458eac1b,3,2,0.0
178,1c6c39a22324,1,1,0.0
179,1c8af4861691,1,1,0.0
180,1ca1adf074bb,3,2,0.0
181,1ca8bcb0e27f,2,2,0.0
182,1cd3632761d2,3,2,0.0
183,1cf437f790aa,4,2,0.0
184,1d8aa548c370,1,1,0.0
185,1daf55f162a1,4,2,0.0
186,1dbec7df021e,3,2,0.0
187,1de075d4ae93,3,2,0.0
188,1e0203e19805,2,2,0.0
189,1e0efbb8979f,1,1,0.0
190,1e14b9acc9b9,1,1,0.0
191,1e2fd6c2950d,2,1,0.0
192,1e3fe5b348ca,3,2,0.0
193,1ea1a75f6051,4,2,0.0
194,1ed324bad445,2,2,0.0
195,1f0d3cd4b621,1,1,0.0
196,1f5348824ad2,4,2,0.0
197,1fc1c6cc515a,1,2,0.0
198,2000408010ab,4,2,0.0
199,20113c729fe4,1,2,0.0
200,20268fc474db,3,2,0.0
201,208ec420a4f1,4,2,0.0
202,209426451a36,1,1,0.0
203,20a930a6b5e8,3,2,0.0
204,20fe34303d84,3,2,0.0
205,212788639fa5,2,2,0.0
206,212f06a4761e,3,2,0.0
207,212fc627af24,2,1,0.0
208,21317283b102,3,2,0.0
209,2136df4a5aeb,1,1,0.0
210,214866956ea3,1,1,0.0
211,21acb908cf67,1,1,0.0
212,21e0f12ec94b,4,2,0.0
213,221d0ca25207,3,2,0.0
214,228da07bf8d9,1,2,0.0
215,2296c77d5059,2,2,0.0
216,22a8a59ba8a8,3,2,0.0
217,22db9740ba20,4,2,0.0
218,231651227a64,3,2,0.0
219,2320eefd8bec,2,1,0.0
220,2321d0fb53f7,1,1,0.0
221,2376fd40a260,3,2,0.0
222,23c30a541c7a,1,2,0.0
223,23c98917da69,1,2,0.0
224,23d7fcc83332,1,2,0.0
225,2405b58d5b61,1,1,0.0
226,2419482dc6e5,4,2,0.0
227,242db333c452,1,2,0.0
228,243169fcefaf,4,2,0.0
229,244711bad1bd,1,2,0.0
230,249782ea4423,3,2,0.0
231,24bc5d5889b4,2,2,0.0
232,2519a0f1b867,1,1,0.0
233,257c077f001a,1,1,0.0
234,25b98e7aea78,1,1,0.0
235,25d77fffd5a9,2,2,0.0
236,2673eb939bf8,3,2,0.0
237,26abe884958b,2,1,0.0
238,26b7c381eb73,1,1,0.0
239,26c4a12c5a87,2,2,0.0
240,26eb634b5933,4,2,0.0
241,270f0c7b0901,1,2,0.0
242,274aa4b29a70,2,1,0.0
243,27661a87f456,2,1,0.0
244,2798a3698885,1,2,0.0
245,27ac6c438f3b,1,1,0.0
246,283a63bdeedf,4,2,0.0
247,2848258b5205,2,2,0.0
248,28beee9249bd,3,2,0.0
249,28d971fddf99,2,2,0.0
250,29a3a48d6fee,4,2,0.0
251,29d2f472e46d,1,2,0.0
252,29f24fccc57f,2,2,0.0
253,2a127f0ae506,2,1,0.0
254,2a3f4829cc7a,4,2,0.0
255,2a4cc81cc5d6,2,1,0.0
256,2a577425c773,1,1,0.0
257,2a9e6a294e2b,2,1,0.0
258,2aaf9e8db9d8,3,2,0.0
259,2ac4cfbb7405,1,2,0.0
260,2ad1b19b87df,2,1,0.0
261,2af2792c8e0c,3,2,0.0
262,2af27d65509c,1,1,0.0
263,2b1cf5bbc9ea,4,2,0.0
264,2b7c5682bb5c,2,2,0.0
265,2bb6adc62561,4,2,0.0
266,2be23bada1e8,2,2,0.0
267,2befa0c506b5,2,2,0.0
268,2bf7751456cd,1,1,0.0
269,2c369bf03bd4,1,2,0.0
270,2c5bd755f831,2,1,0.0
271,2c6d2cc31d81,2,1,0.0
272,2c735ec7ce1c,4,2,0.0
273,2cad7b97ea7e,4,2,0.0
274,2cb88bf3ed30,4,2,0.0
275,2d0c1b760913,1,1,0.0
276,2d2093e38e39,1,2,0.0
277,2d232dbe41bb,2,2,0.0
278,2d5459d56621,3,2,0.0
279,2d882504c2ea,1,2,0.0
280,2d97cd20538a,3,2,0.0
281,2daadbc3fe2d,2,2,0.0
282,2daf04a8f13b,2,2,0.0
283,2dbb4700f7be,1,1,0.0
284,2e00a0fe807c,4,2,0.0
285,2e02a3e00059,3,2,0.0
286,2e0c92f0c9df,1,2,0.0
287,2e3a658a8c8e,3,2,0.0
288,2e51dff130b7,2,2,0.0
289,2e7951162645,4,2,1.0
290,2eb70ab73fa9,4,2,1.0
291,2f7fe5d89a6f,3,2,0.0
292,2f9a34bfa69f,2,2,0.0
293,2fa13b04e7c2,4,2,1.0
294,2fd7649afbc1,1,1,0.0
295,2feddbc54e20,2,1,0.0
296,2ff87855e80d,3,2,0.0
297,303b72a38e29,1,1,0.0
298,3067de360996,2,2,0.0
299,3088c3e5378e,2,1,0.0
300,30ad648e36a2,1,2,0.0
301,30e626fa6fc4,2,2,0.0
302,30eb9abf4a94,1,2,0.0
303,31195284c86e,1,1,0.0
304,312bb1ba445f,2,2,0.0
305,314a25a7f92d,1,2,0.0
306,314f2d4952e3,3,2,0.0
307,31672f6050b5,1,2,0.0
308,319c978054dd,4,2,1.0
309,31aa6f45078f,2,2,0.0
310,31c233373597,3,2,0.0
311,31d82ba28004,4,2,1.0
312,326c9663d95d,1,2,0.0
313,327dcb16a7ef,2,1,0.0
314,328a651a4ca7,1,2,0.0
315,328aaa428f2e,3,2,0.0
316,329d9bc6f0f8,1,2,0.0
317,32cc36ae2619,2,2,0.0
318,32cf613e3c11,2,1,1.0
319,32d912178fdd,1,1,1.0
320,32e007559fb4,2,1,1.0
321,32eea8d3298b,3,2,0.0
322,331c34551d3d,2,1,1.0
323,3324837c08b8,3,2,0.0
324,332c79b9590b,3,2,0.0
325,33361307e751,4,2,1.0
326,333c1d618ae3,1,1,1.0
327,3378fe495259,2,1,1.0
328,3382edde0a6c,1,1,1.0
329,338721d693ac,3,2,0.0
330,3395ffa824a2,2,2,1.0
331,3398c337fe7a,1,2,1.0
332,33c05bdf4f71,3,2,0.0
333,33d56ea8889f,1,2,1.0
334,340bb2293001,3,2,0.0
335,340bbab914db,1,2,1.0
336,349a6a8fc66e,1,1,1.0
337,34bfda589476,1,1,1.0
338,34e360d17e59,4,2,1.0
339,352777709276,1,1,1.0
340,352c7fdfb717,1,1,1.0
341,35316cc71696,4,2,1.0
342,3576fc5288a3,1,2,1.0
343,359bb86fa14f,1,1,1.0
344,359e48cf2d99,2,2,1.0
345,361770209b1b,3,2,0.0
346,36780dbd27dc,3,2,0.0
347,368660921c18,2,2,1.0
348,36be7dacbabf,1,2,1.0
349,36e4e18ef901,3,2,0.0
350,37073efe3610,3,2,0.0
351,377d58465c28,2,2,1.0
352,3780b2400433,2,2,1.0
353,37cac808f375,1,1,1.0
354,37d83138ba37,2,2,1.0
355,37ef7e9b8bbb,3,2,0.0
356,3857131da21c,1,2,1.0
357,3861cad5b837,2,2,1.0
358,38699460e609,2,2,1.0
359,38738b2f9b55,3,2,0.0
360,3879b8c84baf,2,1,1.0
361,38ab48356c82,4,2,1.0
362,38ff92c9ae72,1,2,1.0
363,3901bf683fc0,1,1,1.0
364,390e794fe0df,2,2,1.0
365,391e9699357a,1,2,1.0
366,3936393ac567,3,2,0.0
367,394b6b4f803d,3,2,0.0
368,3962d1284da9,4,2,1.0
369,3979a8db69bc,4,2,1.0
370,39b0fb1f8856,3,2,1.0
371,39b8aafd630b,1,1,1.0
372,3a05f1672151,3,2,1.0
373,3a315d3acff2,3,2,1.0
374,3a486b0a7574,2,2,1.0
375,3a6612dd0d76,4,2,1.0
376,3a884b41a4b8,3,2,1.0
377,3a93b29c72f2,3,2,1.0
378,3ad39977853e,3,2,1.0
379,3ad70040eeeb,2,2,1.0
380,3b063b88e36d,2,2,1.0
381,3b0d08f3e37a,4,2,1.0
382,3b1127f5e4d4,4,2,1.0
383,3b523d3117e2,1,1,1.0
384,3b796c86f2ef,3,2,1.0
385,3b83d7668181,1,1,1.0
386,3b8d1919d08e,1,2,1.0
387,3c18fbcff68b,1,1,1.0
388,3c232223b2d0,1,1,1.0
389,3c3796ee0923,1,2,1.0
390,3c3b2d9fe661,3,2,1.0
391,3c43eee40b44,3,2,1.0
392,3c4933d10f09,2,2,1.0
393,3c70f2cc54fc,3,2,1.0
394,3c72922e02f4,1,1,1.0
395,3c9609fefe07,1,2,1.0
396,3ca3b1b0db63,1,2,1.0
397,3ca506a3f4bb,4,2,1.0
398,3cef6d0627a8,3,2,1.0
399,3cf35a0393b8,1,1,1.0
400,3d5f53402137,1,1,1.0
401,3d70eefd9d3b,2,2,1.0
402,3db8c9dbf20f,4,2,1.0
403,3dbff16df8b4,3,2,1.0
404,3de83b01dfad,3,2,1.0
405,3dee55fb6fcc,4,2,1.0
406,3e01bb974a1b,2,1,1.0
407,3e0679dff9d8,2,2,1.0
408,3e16b3b411c2,4,2,1.0
409,3e248be7dd4c,1,1,1.0
410,3e28a157a06d,3,2,1.0
411,3e38a14cb10f,4,2,1.0
412,3e55b753ea46,4,2,1.0
413,3e70fafdbe3e,3,2,1.0
414,3e794841f2da,3,2,1.0
415,3e7e6fa84e33,2,1,1.0
416,3eb6c82b1668,3,2,1.0
417,3ef209155cec,3,2,1.0
418,3ef978f2c262,4,2,1.0
419,3f244baf9da8,2,2,1.0
420,3f4f881abe88,1,2,1.0
421,3fa3016e2bc5,1,1,1.0
422,3fc432760114,2,2,1.0
423,4021872b194c,1,2,1.0
424,409a7a2dafd0,1,2,1.0
425,40a486ebdb5a,3,2,1.0
426,40ac7a9fc203,1,1,1.0
427,40f2457d3efe,4,2,1.0
428,41037059e4d9,3,2,1.0
429,41146970649b,1,2,1.0
430,41225437e33e,1,1,1.0
431,4136fc8d534c,3,2,1.0
432,413fa0675bdf,2,2,1.0
433,4142122db8e4,3,2,1.0
434,41493100d434,1,2,1.0
435,415a900f7a89,1,2,1.0
436,41c6e0692ca1,2,2,1.0
437,42ff76db84c1,3,2,1.0
438,43362b7daae9,4,2,1.0
439,434f29f2d00a,4,2,1.0
440,4399be208888,1,2,1.0
441,43b2fa33ac05,3,2,1.0
442,43b4654b4c3d,1,1,1.0
443,43ba93d8284d,3,2,1.0
444,43c6095181fd,2,1,1.0
445,440b33550916,4,2,1.0
446,44185039dc85,2,2,1.0
447,4499a0dc7101,2,1,1.0
448,44b7efeac370,3,2,1.0
449,44b8b0eaa3b2,1,1,1.0
450,44c66d51c40e,2,1,1.0
451,4512152d05d2,3,2,1.0
452,453ffb49c67f,4,2,1.0
453,454cf72a9ed9,1,1,1.0
454,458a92eda7b4,1,1,1.0
455,45938c92d178,3,2,1.0
456,45d42de2cb89,3,2,1.0
457,45d6f53ececf,1,1,1.0
458,45e1f0b13e32,4,2,1.0
459,462d5da043a5,1,2,1.0
460,465022519f3f,2,1,1.0
461,46878443d6d9,2,2,1.0
462,46a58335b3c8,4,2,1.0
463,46cbbc7f863b,3,2,1.0
464,470b0acaed83,3,2,1.0
465,47536b25b615,2,1,1.0
466,478edfd9acf9,3,2,1.0
467,47c4970bf049,2,1,1.0
468,47cb7f4ec51f,3,2,1.0
469,481234519879,1,1,1.0
470,484301f61207,1,1,1.0
471,484656371e88,2,1,1.0
472,4855a3af740e,3,2,1.0
473,4865588b8b4c,2,1,1.0
474,48f802f35207,4,2,1.0
475,495169bbaa46,1,1,1.0
476,4960cdc6a274,3,2,1.0
477,497e8129e4bc,4,2,1.0
478,4995f7836ec4,1,2,1.0
479,49a730e87f9c,4,2,1.0
480,49f0a316892f,3,2,1.0
481,4a06a2773c1d,2,2,1.0
482,4a1b99c7ab16,1,1,1.0
483,4a1cb762731f,3,2,1.0
484,4a204e96d413,2,2,1.0
485,4a4820ef318c,3,2,1.0
486,4a706ac6405a,2,2,1.0
487,4a8a791a23cb,1,1,1.0
488,4aa434181421,2,2,1.0
489,4abba3bf65bb,4,2,1.0
490,4ad4c41ecad6,3,2,1.0
491,4b197545ea0e,1,1,1.0
492,4b71f2e1d1ba,2,1,1.0
493,4b94404d2e6c,1,2,1.0
494,4ba838cffa29,1,2,1.0
495,4ba8d55f7acb,2,1,1.0
496,4bd662327ca6,4,2,1.0
497,4bdc0ba604d8,2,2,1.0
498,4c058755d597,1,2,1.0
499,4c1361e4c2d8,1,1,1.0
500,4ca084aec87b,2,1,1.0
501,4ccd8a003eb3,3,2,1.0
502,4cce5b71c1b1,3,2,1.0
503,4cf2563142f4,1,2,1.0
504,4cfe0498d60f,2,2,1.0
505,4d30590359d2,3,2,1.0
506,4d5877f68893,3,2,1.0
507,4dae128831ab,4,2,1.0
508,4db0a32fbd79,2,2,1.0
509,4db8491f1494,2,2,1.0
510,4e0a1de43ade,2,2,1.0
511,4e455f0cb054,1,2,1.0
512,4e4bf2952658,3,2,1.0
513,4e570bb1c2c9,3,2,1.0
514,4e8848558390,3,2,1.0
515,4e8b6849684d,1,2,1.0
516,4eb2a2b392f6,1,1,1.0
517,4eef9950c417,1,1,1.0
518,4fcffe64689b,2,2,1.0
519,501398697fc1,1,2,1.0
520,5047c7523e09,1,2,1.0
521,50c80988e3ff,1,1,1.0
522,50dc42c72b45,2,1,1.0
523,50ec76b042b1,2,2,1.0
524,513c23ea9630,2,2,1.0
525,51551e6feeb1,1,1,1.0
526,517081be5027,2,2,1.0
527,51a2ad418b22,2,1,1.0
528,51bcce4e7c55,1,2,1.0
529,51ebdbb49211,4,2,1.0
530,51fdf25a4fd7,3,2,1.0
531,5232ba7fa001,2,1,1.0
532,523a3912a7ee,1,2,1.0
533,52ade2ecc8f0,3,2,1.0
534,52c4aad9512c,3,2,1.0
535,52ef4341cfd5,4,2,1.0
536,530867f65ca0,4,2,1.0
537,5384b927f5b3,1,2,1.0
538,539741a6f8dc,4,2,1.0
539,53c7f76b42eb,2,2,1.0
540,541222108e55,4,2,1.0
541,54415c6dfda4,2,1,1.0
542,54b61f30d4ec,1,1,1.0
543,5566406c59ee,1,1,1.0
544,556692ccbfb9,2,2,1.0
545,5575d4cb055f,2,1,1.0
546,557efd4b1180,1,2,1.0
547,55b07829e888,1,1,1.0
548,55cab2c9c13a,2,1,1.0
549,55e7547db0dd,3,2,1.0
550,55eef661b175,1,1,1.0
551,55f4ccb3f710,1,1,1.0
552,55f4ee4282d3,3,2,1.0
553,5608b200acb6,1,2,1.0
554,56102e85ff9f,1,2,1.0
555,5631a47d5b0c,1,1,1.0
556,564283be4af8,1,1,1.0
557,5671f785cd97,2,2,1.0
558,56b724dc963a,1,2,1.0
559,56bbe99602d3,3,2,1.0
560,56e1ccd094f2,2,2,1.0
561,56e6e1efa7d0,2,2,1.0
562,5715f8aaf551,4,2,1.0
563,573aeb182976,1,1,1.0
564,578c8b32057e,1,1,1.0
565,578ced5a0ac0,4,2,1.0
566,5790b15dde35,2,1,1.0
567,57e5b459aabd,3,2,1.0
568,57f8db17da03,4,2,1.0
569,5871b8dc3e88,1,2,1.0
570,588bd0b6ac0c,1,2,1.0
571,58f6ce951b5f,3,2,1.0
572,590f64bf82a6,4,2,1.0
573,59642acc100e,1,1,1.0
574,596a08cbd66b,2,2,1.0
575,59b3bace06f3,2,2,1.0
576,59c99a7cd635,1,2,1.0
577,59d22218ba83,3,2,1.0
578,5a22624135ab,1,1,1.0
579,5a67509ed81c,2,2,1.0
580,5a89c7f7ad05,1,1,1.0
581,5a9fb7a75733,3,2,1.0
582,5aae1d92e0af,2,1,1.0
583,5ab182e75656,2,1,1.0
584,5ac25a1e40dd,1,1,1.0
585,5ac2aabf1cda,3,2,1.0
586,5ad6f7d64002,2,2,1.0
587,5ae120f940c0,3,2,1.0
588,5affc24bfa1a,2,2,1.0
589,5b264302144d,2,1,1.0
590,5b6355525f48,2,2,1.0
591,5b902dfab5a8,2,2,1.0
592,5b936b2d6a96,2,2,1.0
593,5bcde6ec2e82,2,1,1.0
594,5c04198743a5,3,2,1.0
595,5c48013d4c6d,1,1,1.0
596,5c4b2ee1796a,4,2,1.0
597,5c67b0b835d2,4,2,1.0
598,5d0731972927,1,1,1.0
599,5d3e158def53,4,2,1.0
600,5d81a44b4f02,3,2,1.0
601,5dcc3cda10ef,2,2,1.0
602,5de1d0bea7fe,2,1,1.0
603,5e568e50245f,2,2,1.0
604,5e6559502f5c,2,2,1.0
605,5e72a0265b2f,1,2,1.0
606,5e8476b465f9,4,2,1.0
607,5ea525251225,2,1,1.0
608,5eb8dd24210f,4,2,1.0
609,5ed19b1b6f88,1,1,1.0
610,5ed62676da45,1,2,1.0
611,5f256b685ae7,2,2,1.0
612,5f27d6930c04,2,2,1.0
613,5f584921044d,3,2,1.0
614,5f6fc2f12a07,3,2,1.0
615,5f828ab21444,4,2,1.0
616,5f8ec1d7ba8e,3,2,1.0
617,5f9afd2ee26d,1,1,1.0
618,602d24899028,2,1,1.0
619,603ee78f2a2f,4,2,1.0
620,60649906e443,1,1,1.0
621,6071f2eb2163,3,2,1.0
622,60c150d85e6f,4,2,1.0
623,60c5d77a74a0,2,2,1.0
624,60dd04800024,3,2,1.0
625,60e20dd6aca9,2,2,1.0
626,60f73a9652a3,3,2,1.0
627,60fc71767907,2,2,1.0
628,611599949a53,2,1,1.0
629,611aee20c207,1,2,1.0
630,611fb542b810,2,2,1.0
631,612f1862f6bc,3,2,1.0
632,61409556c001,2,1,2.0
633,614e8e7ae8e8,4,2,1.0
634,61d89329d5c9,3,2,1.0
635,61f8b27a48e6,2,1,2.0
636,620901cb76b3,4,2,1.0
637,6230a948334b,1,2,1.0
638,62bc683d8c8a,1,1,1.0
639,62c75b6f6255,4,2,1.0
640,62cb0165db74,1,2,1.0
641,6331fd28f6b9,3,2,1.0
642,63469909e6ee,3,2,1.0
643,634a9a8854a7,3,2,1.0
644,63d1b86bf926,4,2,2.0
645,640e1960386c,2,2,2.0
646,6443bced36cd,1,1,1.0
647,644a28544730,4,2,2.0
648,644a62eaaf2b,1,1,2.0
649,6466ef31fe38,4,2,2.0
650,64964ca0d580,3,2,1.0
651,64a7e1b01c32,1,1,2.0
652,64bdfb888ab0,4,2,2.0
653,64c3274b1ba4,2,2,2.0
654,64c675e5750d,3,2,1.0
655,651281290617,2,1,2.0
656,652bd8e1cb00,2,1,2.0
657,65500e3e3c73,2,2,2.0
658,65549f6e79ba,2,2,2.0
659,65a235166914,1,1,2.0
660,65e7ca00c422,2,1,2.0
661,65fcbb5ef4c7,1,1,2.0
662,6637388750f9,1,2,2.0
663,664fdc3e5dca,1,1,2.0
664,669cc99d41c1,3,2,1.0
665,669d50eb831a,2,2,2.0
666,66bc46f89c87,2,1,2.0
667,66e60e98c001,2,2,2.0
668,66f49941ae3a,2,2,2.0
669,67572ee0daf5,2,2,2.0
670,678c51bde237,1,1,2.0
671,67a098bcc9bf,3,2,1.0
672,67a7395eef7d,2,1,2.0
673,67f8a3cac4c0,3,2,1.0
674,68600400d70b,2,1,2.0
675,6889e683b0c4,2,2,2.0
676,68c4d1b29b13,1,2,2.0
677,68e0e9974b36,2,1,2.0
678,68fad6106167,2,1,2.0
679,6909603ea7ab,4,2,2.0
680,6932d1e4a62b,1,1,2.0
681,693de1429edc,2,2,2.0
682,6970d83dee65,3,2,1.0
683,697bcd4929eb,3,2,1.0
684,699ce635ec4d,3,2,1.0
685,69dc0b37915e,2,2,2.0
686,6a221c2e5e23,2,2,2.0
687,6a2cec1c97bc,2,2,2.0
688,6a38f80ec136,3,2,1.0
689,6a4d868ab872,1,1,2.0
690,6a576a079947,3,2,1.0
691,6a5db683c6e5,2,1,2.0
692,6aa29be63071,2,1,2.0
693,6ab07cb986c7,4,2,2.0
694,6b0fd03dfafe,1,1,2.0
695,6b1e4cea2071,1,2,2.0
696,6b52f8bd85ad,4,2,2.0
697,6b538126a8ed,3,2,1.0
698,6ba77a9f7fea,2,2,2.0
699,6ba7c5991bf9,2,1,2.0
700,6bfe9903a1cf,1,2,2.0
701,6c45ea14a1d4,2,2,2.0
702,6cadbd5ea8f3,3,2,2.0
703,6d1315ab9ef7,1,2,2.0
704,6d2c14c1bd44,3,2,2.0
705,6d67a59967d3,2,2,2.0
706,6d6eefb8eceb,3,2,2.0
707,6d7de92aca26,2,2,2.0
708,6d81f8d6fb26,3,2,2.0
709,6da91879f30b,3,2,2.0
710,6dc70ca9b2e9,2,2,2.0
711,6dee2a7abf7b,4,2,2.0
712,6e01967a7d6a,3,2,2.0
713,6e5c3c4417ef,4,2,2.0
714,6e729f084d5b,3,2,2.0
715,6e74e333e5e4,1,2,2.0
716,6ef162165758,2,2,2.0
717,6f5b0c65359a,2,2,2.0
718,6f6d94a82c86,1,1,2.0
719,6f77355f4181,3,2,2.0
720,6f8770cfd642,2,2,2.0
721,6fcc6c7f91e3,3,2,2.0
722,6fe2f73f1bd8,3,2,2.0
723,700abde35294,2,2,2.0
724,70c671e23e54,4,2,2.0
725,70d79d2694c0,1,2,2.0
726,7130a09402cc,2,2,2.0
727,71747eee6354,3,2,2.0
728,719d34ae85c4,4,2,2.0
729,719eabbda1cf,4,2,2.0
730,71bcc48dd837,3,2,2.0
731,71bf4443c163,1,1,2.0
732,71cd41c93924,1,2,2.0
733,720c0fa5ce8e,1,2,2.0
734,7292fe2d34d6,1,2,2.0
735,72c650f761d3,3,2,2.0
